Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
7 Chinese Brothers,"Jason Schwartzman, Olympia Dukakis, Tunde Adebimpe, Eleanore Pienta",2 wins & 4 nominations.,N/A,USA,27 Oct 2015,Bob Byington,Comedy,English,56,"Larry (Jason Schwartzman) is content with his dog Arrow and booze, barely tolerating anything or anyone else. His marginally successful relationships include his grandmother, who keeps him ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MTkzMzA3OV5BMl5BanBnXkFtZTgwNDI3NTc2NjE@._V1_SX300.jpg,Screen Media Films,NOT RATED,"{'Source': 'Rotten Tomatoes', 'Value': '75%'}",13 Apr 2016,True,76 min,movie,https://www.facebook.com/7chinesebrothers,Bob Byington,2015,tt3488184,5.6,"1,174",
7 Chinese Brothers,"Jason Schwartzman, Olympia Dukakis, Tunde Adebimpe, Eleanore Pienta",2 wins & 4 nominations.,N/A,USA,27 Oct 2015,Bob Byington,Comedy,English,56,"Larry (Jason Schwartzman) is content with his dog Arrow and booze, barely tolerating anything or anyone else. His marginally successful relationships include his grandmother, who keeps him ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MTkzMzA3OV5BMl5BanBnXkFtZTgwNDI3NTc2NjE@._V1_SX300.jpg,Screen Media Films,NOT RATED,"{'Source': 'Metacritic', 'Value': '56/100'}",13 Apr 2016,True,76 min,movie,https://www.facebook.com/7chinesebrothers,Bob Byington,2015,tt3488184,5.6,"1,174",
Beautiful Days,"Keiji Sada, Yoshiko Kuga, Isao Kimura, Toshiko Kobayashi",N/A,N/A,Japan,N/A,Masaki Kobayashi,N/A,Japanese,N/A,Masaki Kobayashi directs this romantic drama concerning a family of florists.,N/A,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",25 May 1955,True,120 min,movie,N/A,Zenzô Matsuyama,1955,tt0135031,7.1,55,
To New Shores,"Zarah Leander, Willy Birgel, Edwin Jürgensen, Carola Höhn",1 nomination.,N/A,Germany,N/A,Douglas Sirk,Drama,German,N/A,In 1846 the actress Gloria Vane is the leading star at the Adelphi Theatre in London. She is in love with the destitute nobleman Albert Finsbury. He is leaving for Australia to become an ...,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NTQ4MjY1MV5BMl5BanBnXkFtZTcwMjE5NTcxMQ@@._V1._CR19,57,275,399_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg",N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",28 Jan 1938,True,106 min,movie,N/A,"Lovis Hans Lorenz (novel), Kurt Heuser, Douglas Sirk",1937,tt0029819,6.9,266,
Virgin Mountain,"Gunnar Jónsson, Ilmur Kristjánsdóttir, Sigurjón Kjartansson, Margrét Helga Jóhannsdóttir",9 wins & 15 nominations.,N/A,"Iceland, Denmark",N/A,Dagur Kári,Drama,Icelandic,N/A,"Fusi, a 43 year old man, still lives with his mother. His daily life is characterized by monotonous routine. The appearance of vibrant Sjöfn and young neighbour Hera will upset his old bachelor habits.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMDYzNTIxNl5BMl5BanBnXkFtZTgwNzYwNDQyNDE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",20 Mar 2015,True,94 min,movie,N/A,Dagur Kári (screenplay),2015,tt2611652,7.5,"5,331",
Från djupet av mitt hjärta,"Felice Jankell, Jessica Raita, Rasmus Luthander, Sven Boräng",N/A,N/A,Sweden,N/A,Magnus Hedberg,"Drama, Horror",Swedish,N/A,Four friends are fatefully thrown into a veritable hell in this ambient and sometimes truly poetic Swedish genre drama.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNTI5NzI1Nl5BMl5BanBnXkFtZTgwNzgyMjM3NjE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",08 May 2015,True,95 min,movie,N/A,"Helga Bumsch (voice-over writer), Magnus Hedberg (story), Fredrik Myrtell (story), Måns F.G. Thunberg",2014,tt4059696,5.2,96,
Antarctica: Ice & Sky,"Claude Lorius, Michel Papineschi, Jacques-Yves Cousteau",1 win & 4 nominations.,N/A,France,24 Jan 2017,Luc Jacquet,"Documentary, Adventure, Biography","French, English",61,A documentary about global warming.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzIxODY5MDUzOF5BMl5BanBnXkFtZTgwMzQ0NTE4MDI@._V1_SX300.jpg,Music Box Films,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",21 Oct 2015,True,89 min,movie,http://iceandsky.com/,Luc Jacquet (scenario),2015,tt4466550,6.8,375,
Antarctica: Ice & Sky,"Claude Lorius, Michel Papineschi, Jacques-Yves Cousteau",1 win & 4 nominations.,N/A,France,24 Jan 2017,Luc Jacquet,"Documentary, Adventure, Biography","French, English",61,A documentary about global warming.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzIxODY5MDUzOF5BMl5BanBnXkFtZTgwMzQ0NTE4MDI@._V1_SX300.jpg,Music Box Films,NOT RATED,"{'Source': 'Rotten Tomatoes', 'Value': '89%'}",21 Oct 2015,True,89 min,movie,http://iceandsky.com/,Luc Jacquet (scenario),2015,tt4466550,6.8,375,
Antarctica: Ice & Sky,"Claude Lorius, Michel Papineschi, Jacques-Yves Cousteau",1 win & 4 nominations.,N/A,France,24 Jan 2017,Luc Jacquet,"Documentary, Adventure, Biography","French, English",61,A documentary about global warming.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzIxODY5MDUzOF5BMl5BanBnXkFtZTgwMzQ0NTE4MDI@._V1_SX300.jpg,Music Box Films,NOT RATED,"{'Source': 'Metacritic', 'Value': '61/100'}",21 Oct 2015,True,89 min,movie,http://iceandsky.com/,Luc Jacquet (scenario),2015,tt4466550,6.8,375,
Navy Seals vs. Zombies,"Ed Quinn, Michael Dudikoff, Rick Fox, Chad Lail",N/A,N/A,USA,N/A,Stanton Barrett,"Action, Horror",English,N/A,"A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in Baton Rouge, the ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MTkyNzMwMV5BMl5BanBnXkFtZTgwNTgxNjc3NjE@._V1_SX300.jpg,Throne Productions,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '3.3/10'}",08 Oct 2015,True,97 min,movie,N/A,"A.K. Waters (story by), Matthew Carpenter (screenplay by)",2015,tt4511566,3.3,"1,497",
Rosenwald,"Peter Ascoli, Julian Bond, Stephanie Deutsch, Richard J. Powell",1 nomination.,"$359,187",USA,N/A,Aviva Kempner,"Documentary, Biography",English,67,"Rosenwald, by Aviva Kempner, is a documentary about how Chicago philanthropist Julius Rosenwald, the son of an immigrant peddler who rose to head Sears, partnered with Booker T. Washington ...",http://ia.media-imdb.com/images/M/MV5BMzQyNzM0Mzg1Nl5BMl5BanBnXkFtZTgwNjIzMDI5NjE@._V1_SX300.jpg,Ciesla Foundation,N/A,"{'Source': 'Internet Movie Database', 'Value': '8.2/10'}",14 Aug 2015,True,95 min,movie,http://www.rosenwaldfilm.org/,Aviva Kempner,2015,tt2514028,8.2,48,
Rosenwald,"Peter Ascoli, Julian Bond, Stephanie Deutsch, Richard J. Powell",1 nomination.,"$359,187",USA,N/A,Aviva Kempner,"Documentary, Biography",English,67,"Rosenwald, by Aviva Kempner, is a documentary about how Chicago philanthropist Julius Rosenwald, the son of an immigrant peddler who rose to head Sears, partnered with Booker T. Washington ...",http://ia.media-imdb.com/images/M/MV5BMzQyNzM0Mzg1Nl5BMl5BanBnXkFtZTgwNjIzMDI5NjE@._V1_SX300.jpg,Ciesla Foundation,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '94%'}",14 Aug 2015,True,95 min,movie,http://www.rosenwaldfilm.org/,Aviva Kempner,2015,tt2514028,8.2,48,
Rosenwald,"Peter Ascoli, Julian Bond, Stephanie Deutsch, Richard J. Powell",1 nomination.,"$359,187",USA,N/A,Aviva Kempner,"Documentary, Biography",English,67,"Rosenwald, by Aviva Kempner, is a documentary about how Chicago philanthropist Julius Rosenwald, the son of an immigrant peddler who rose to head Sears, partnered with Booker T. Washington ...",http://ia.media-imdb.com/images/M/MV5BMzQyNzM0Mzg1Nl5BMl5BanBnXkFtZTgwNjIzMDI5NjE@._V1_SX300.jpg,Ciesla Foundation,N/A,"{'Source': 'Metacritic', 'Value': '67/100'}",14 Aug 2015,True,95 min,movie,http://www.rosenwaldfilm.org/,Aviva Kempner,2015,tt2514028,8.2,48,
The Laundryman,"Hsiao-chuan Chang, Sonia Sui, Regina Wan, Yann Yann Yeo",8 nominations.,N/A,Taiwan,N/A,Chung Lee,"Comedy, Fantasy, Thriller",Mandarin,N/A,"A-Gu enlists a group of contract killers in the disguise of laundry service. One of them, code-named ""No. 1, Greenfield Lane"", is haunted by the ghosts of his victims. He seeks help from ...",https://images-na.ssl-images-amazon.com/images/M/MV5BOWZiNWFhMzQtOTVjNS00NzcxLTliZjYtZmY5MWUyMGQ0MDIwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",16 Oct 2015,True,110 min,movie,N/A,"Yu-Hsun Chen (screenplay), Chung Lee (screenplay), Chung Lee (story)",2015,tt4801514,6.1,201,
Little Mountain Boy,"Jonas Hartmann, Peter Jecklin, Julia Jeker, Herbert Leiser",1 win & 1 nomination.,N/A,Switzerland,N/A,Xavier Koller,"Adventure, Drama, Family","Swiss German, Swiss German",N/A,"A boy must brave deep winter snow to obtain an important family keepsake. Before he can even start this difficult journey he must first help his family survive financial ruin, rescue his ...",https://images-na.ssl-images-amazon.com/images/M/MV5BOTg3Nzg4Njc2OV5BMl5BanBnXkFtZTgwMjI4NTY0NjE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",24 Mar 2016,True,100 min,movie,N/A,"Stefan Jäger, Xavier Koller",2015,tt4136636,6.9,174,
Delirio caldo,"Mickey Hargitay, Rita Calderoni, Raul Lovecchio, Carmen Young",N/A,N/A,Italy,29 Mar 2005,Renato Polselli,"Mystery, Thriller",Italian,N/A,A respected doctor becomes the prime suspect in a series of gruesome murders.,https://images-na.ssl-images-amazon.com/images/M/MV5BYjYyZjA1NDUtOTBhNy00ZDAzLTgxMDEtZWFmZWU0YTRjMzJiXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '5.7/10'}",05 Jul 1972,True,102 min,movie,N/A,Renato Polselli,1972,tt0068471,5.7,791,
Bringing Ashley Home,"A.J. Cook, Jennifer Morrison, Patricia Richardson, Timothy Webber",1 win & 2 nominations.,N/A,Canada,28 Jun 2011,Nick Copus,Drama,English,N/A,"When her wild younger sister Ashley, who suffers from bipolar disorder and drug addiction, goes missing, Libba Phillips pours all her time and energy into finding Ashley and bringing her ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxNjMxMjUyOV5BMl5BanBnXkFtZTgwNjQyNTA2MDE@._V1_SX300.jpg,A & E Home Entertainment,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",20 Mar 2011,True,87 min,movie,N/A,Walter Klenhard,2011,tt1765730,6.3,512,
Stavitel chrámu,"Jakub Seifert, Rudolf Deyl, Karel Kolár, Eva Vrchlická",N/A,N/A,N/A,N/A,"Karl Degl, Antonín Novotný",Drama,N/A,N/A,N/A,N/A,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",05 Mar 1920,True,N/A,movie,N/A,"Vladimír Srámek, Jan Emil Koula",1920,tt1075062,5.9,8,
Sleepless in New York,"Helen Fisher, Michael Hariton, Rosey La Rouge, Alley Scott",2 nominations.,N/A,Switzerland,N/A,Christian Frei,"Documentary, Drama, Romance",English,N/A,Love is the best thing in life - until it's over. Heartbreak affects us all. Oscar-nominated director Christian Frei teams with famed anthropologist Helen Fisher to examine the power and resilience of love despite it all.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjE3NDAwNjA5MV5BMl5BanBnXkFtZTgwMTg4MjE2MTE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",25 Sep 2015,True,90 min,movie,N/A,Christian Frei,2014,tt3195056,6.6,92,
Mediterranea,"Koudous Seihon, Pio Amato, Paolo Sciarretta, Alassane Sy",15 wins & 12 nominations.,N/A,"Italy, France, USA, Germany, Qatar",N/A,Jonas Carpignano,Drama,"French, Italian, English, Arabic",77,"Two men make the dangerous journey from Africa to Italy for a better life, but then face hostility and violence in this shocking look at the life-and-death struggle of refugees.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzE5MTk2NzM1Ml5BMl5BanBnXkFtZTgwODYzMTgyNzE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",20 Nov 2015,True,107 min,movie,N/A,Jonas Carpignano,2015,tt3486542,6.5,"1,029",
Mediterranea,"Koudous Seihon, Pio Amato, Paolo Sciarretta, Alassane Sy",15 wins & 12 nominations.,N/A,"Italy, France, USA, Germany, Qatar",N/A,Jonas Carpignano,Drama,"French, Italian, English, Arabic",77,"Two men make the dangerous journey from Africa to Italy for a better life, but then face hostility and violence in this shocking look at the life-and-death struggle of refugees.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzE5MTk2NzM1Ml5BMl5BanBnXkFtZTgwODYzMTgyNzE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '90%'}",20 Nov 2015,True,107 min,movie,N/A,Jonas Carpignano,2015,tt3486542,6.5,"1,029",
Mediterranea,"Koudous Seihon, Pio Amato, Paolo Sciarretta, Alassane Sy",15 wins & 12 nominations.,N/A,"Italy, France, USA, Germany, Qatar",N/A,Jonas Carpignano,Drama,"French, Italian, English, Arabic",77,"Two men make the dangerous journey from Africa to Italy for a better life, but then face hostility and violence in this shocking look at the life-and-death struggle of refugees.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzE5MTk2NzM1Ml5BMl5BanBnXkFtZTgwODYzMTgyNzE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Metacritic', 'Value': '77/100'}",20 Nov 2015,True,107 min,movie,N/A,Jonas Carpignano,2015,tt3486542,6.5,"1,029",
Alias María,"Carlos Clavijo, Anderson Gomez, Carmenza González, Lola Lagos",2 wins & 5 nominations.,N/A,"Colombia, Argentina, France",N/A,José Luis Rugeles,"Drama, War",Spanish,N/A,"A vision of Colombia's inhuman armed conflict, seen through the eyes of a young - and pregnant - girl soldier.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTNiNTNiNmMtZmIyMi00OTk5LWE5ZTUtMThmZDM5Zjg1NTU4XkEyXkFqcGdeQXVyMTMyMjc5Njg@._V1_SX300.jpg,Rhayuela Cine,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",03 Apr 2015,True,91 min,movie,http://aliasmaria.com/,Diego Vivanco,2015,tt3685554,6.2,297,
Hotel Transylvania 2,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",1 win & 10 nominations.,N/A,USA,12 Jan 2016,Genndy Tartakovsky,"Animation, Comedy, Family",English,44,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzc4NzEyMV5BMl5BanBnXkFtZTgwMTAxMDQ2NTE@._V1_SX300.jpg,Sony Pictures,PG,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",25 Sep 2015,True,89 min,movie,http://www.hoteltmovie.com,"Robert Smigel, Adam Sandler, Todd Durham (based on characters created by)",2015,tt2510894,6.7,"77,344",
Hotel Transylvania 2,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",1 win & 10 nominations.,N/A,USA,12 Jan 2016,Genndy Tartakovsky,"Animation, Comedy, Family",English,44,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzc4NzEyMV5BMl5BanBnXkFtZTgwMTAxMDQ2NTE@._V1_SX300.jpg,Sony Pictures,PG,"{'Source': 'Rotten Tomatoes', 'Value': '55%'}",25 Sep 2015,True,89 min,movie,http://www.hoteltmovie.com,"Robert Smigel, Adam Sandler, Todd Durham (based on characters created by)",2015,tt2510894,6.7,"77,344",
Hotel Transylvania 2,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",1 win & 10 nominations.,N/A,USA,12 Jan 2016,Genndy Tartakovsky,"Animation, Comedy, Family",English,44,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzc4NzEyMV5BMl5BanBnXkFtZTgwMTAxMDQ2NTE@._V1_SX300.jpg,Sony Pictures,PG,"{'Source': 'Metacritic', 'Value': '44/100'}",25 Sep 2015,True,89 min,movie,http://www.hoteltmovie.com,"Robert Smigel, Adam Sandler, Todd Durham (based on characters created by)",2015,tt2510894,6.7,"77,344",
Hidden,"Alexander Skarsgård, Andrea Riseborough, Emily Alyn Lind, Steven Elliot",N/A,N/A,USA,N/A,"Matt Duffer, Ross Duffer","Horror, Thriller",English,N/A,A family takes refuge in a bomb shelter to avoid a dangerous outbreak.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNjAxMjcwNV5BMl5BanBnXkFtZTgwMzQyMTE4NjE@._V1_SX300.jpg,N/A,R,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",15 Sep 2015,True,84 min,movie,N/A,"Matt Duffer, Ross Duffer",2015,tt2131532,6.4,"15,782",
Anti-Social,"Gregg Sulkin, Meghan Markle, Josh Myers, Christian Berkel",1 nomination.,N/A,"Hungary, UK",N/A,Reg Traviss,Crime,English,N/A,"Central London, today; Dee is an anarchic street-artist confronting the system, Marcus is an armed robber on a jewellery store crime-wave. For the two brothers, being Anti-Social is a way of life.",https://ia.media-imdb.com/images/M/MV5BMTg2MTE4MTkyNF5BMl5BanBnXkFtZTgwNTk5MTczNTE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",01 May 2015,True,116 min,movie,N/A,Reg Traviss,2015,tt3475596,6.4,"2,030",
Anti-Social,"Gregg Sulkin, Meghan Markle, Josh Myers, Christian Berkel",1 nomination.,N/A,"Hungary, UK",N/A,Reg Traviss,Crime,English,N/A,"Central London, today; Dee is an anarchic street-artist confronting the system, Marcus is an armed robber on a jewellery store crime-wave. For the two brothers, being Anti-Social is a way of life.",https://ia.media-imdb.com/images/M/MV5BMTg2MTE4MTkyNF5BMl5BanBnXkFtZTgwNTk5MTczNTE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '14%'}",01 May 2015,True,116 min,movie,N/A,Reg Traviss,2015,tt3475596,6.4,"2,030",
The Goob,"Sienna Guillory, Sean Harris, Marama Corlett, Hannah Spearritt",3 wins & 8 nominations.,N/A,UK,N/A,Guy Myhill,"Drama, Romance",English,N/A,"A long hot summer in rural Norfolk and a rough coming of age for Goob Taylor, fighting with brutal, womanizing stock car racer Gene Womack for his mother's attention, and falling for the exotic charms of a pretty foreign field worker.",https://images-na.ssl-images-amazon.com/images/M/MV5BMGNkOTFiZjItNmI5NC00MTM4LWJjMzctZWMxODI5OWY3OTBlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,BBC Films,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",29 May 2015,True,84 min,movie,N/A,Guy Myhill,2014,tt3009070,5.6,896,
The Goob,"Sienna Guillory, Sean Harris, Marama Corlett, Hannah Spearritt",3 wins & 8 nominations.,N/A,UK,N/A,Guy Myhill,"Drama, Romance",English,N/A,"A long hot summer in rural Norfolk and a rough coming of age for Goob Taylor, fighting with brutal, womanizing stock car racer Gene Womack for his mother's attention, and falling for the exotic charms of a pretty foreign field worker.",https://images-na.ssl-images-amazon.com/images/M/MV5BMGNkOTFiZjItNmI5NC00MTM4LWJjMzctZWMxODI5OWY3OTBlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,BBC Films,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '92%'}",29 May 2015,True,84 min,movie,N/A,Guy Myhill,2014,tt3009070,5.6,896,
The Beat Beneath My Feet,"Luke Perry, Nicholas Galitzine, Lisa Dillon, Verity Pinter",2 nominations.,N/A,UK,21 Oct 2016,John Williams,"Comedy, Drama, Family",English,N/A,"A teenage boy discovers his unruly neighbour is really a disgraced Rock God who ""died"" 8 years ago owing a fortune in unpaid tax. The boy agrees not to reveal his secret on condition that he teaches him the dark arts of Rock Guitar.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjQzMDg3NTg3N15BMl5BanBnXkFtZTgwNDY4NjAxMDI@._V1_SX300.jpg,Level 33 Entertainment,TV-14,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",21 Oct 2016,True,91 min,movie,N/A,Michael Müller,2014,tt3064356,6.4,879,
The Beat Beneath My Feet,"Luke Perry, Nicholas Galitzine, Lisa Dillon, Verity Pinter",2 nominations.,N/A,UK,21 Oct 2016,John Williams,"Comedy, Drama, Family",English,N/A,"A teenage boy discovers his unruly neighbour is really a disgraced Rock God who ""died"" 8 years ago owing a fortune in unpaid tax. The boy agrees not to reveal his secret on condition that he teaches him the dark arts of Rock Guitar.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjQzMDg3NTg3N15BMl5BanBnXkFtZTgwNDY4NjAxMDI@._V1_SX300.jpg,Level 33 Entertainment,TV-14,"{'Source': 'Rotten Tomatoes', 'Value': '50%'}",21 Oct 2016,True,91 min,movie,N/A,Michael Müller,2014,tt3064356,6.4,879,
A Horse for Summer,"Dean Cain, Christopher Atkins, Lee Meriwether, Mandalynn Carlson",6 wins & 4 nominations.,N/A,USA,05 Jan 2015,Nancy Criss,"Drama, Family",English,N/A,"When a family emergency forces a troubled teen to do the wrong thing for the right reason, a community discovers the meaning of forgiveness.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyODE4OTM2N15BMl5BanBnXkFtZTgwNzEyMDM2MDE@._V1_SX300.jpg,Nandar Entertainment,PG,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",06 Jan 2015,True,96 min,movie,http://ahorseforsummer.com/,"Kenneth Lemm (creator), Kenneth Lemm (screenplay), Kenneth Lemm (story)",2015,tt2901516,5.2,112,
Pure,"Alicia Vikander, Samuel Fröler, Josephine Bauer, Martin Wallström",8 wins & 2 nominations.,N/A,Sweden,N/A,Lisa Langseth,Drama,Swedish,N/A,"Katarina is 20 years old. With a troubled past in a dreary suburb, her life seems to be already set in stone - until she discovers music. Everything changes when she hears a performance of ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMDkyODMxN15BMl5BanBnXkFtZTgwMDUyNjcxMDE@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",22 Oct 2010,True,97 min,movie,N/A,Lisa Langseth,2010,tt1483753,7.0,"3,148",
The Dinner,"Alessandro Gassman, Giovanna Mezzogiorno, Luigi Lo Cascio, Barbora Bobulova",7 wins & 6 nominations.,N/A,Italy,24 Nov 2015,Ivano De Matteo,Drama,Italian,N/A,"Tensions between two brothers and their families escalate when a video of two teenagers, possibly son of one brother and daughter of the other, beating a homeless woman to death, shows up.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzODUyMjc4Ml5BMl5BanBnXkFtZTgwMzU0MzM1NjE@._V1_SX300.jpg,Film Movement,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",05 Sep 2014,True,92 min,movie,N/A,"Valentina Ferlan (screenplay), Ivano De Matteo (screenplay), Herman Koch (novel)",2014,tt3561348,6.5,"1,130",
The Seven Deadly Sins,"Danièle Barraud, Jean-Pierre Cassel, Jacques Charrier, Claude Rich",N/A,N/A,"Italy, France",N/A,"Philippe de Broca, Claude Chabrol, Jacques Demy, Sylvain Dhomme, Jean-Luc Godard, Édouard Molinaro, Roger Vadim, Max Douy(co-director)",Comedy,French,N/A,"Seven directors each dramatize one of the seven deadly sins in a short film. In ""Anger,"" a domestic argument over a fly in the Sunday soup escalates into nuclear war. In ""Sloth,"" a movie ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMmFiNzkwNDYtOTY0My00Y2RlLWFmZjEtM2I4NzE4YTE1OWE4XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",07 Mar 1962,True,113 min,movie,N/A,"Daniel Boulanger (dialogue), Daniel Boulanger (screenplay), Daniel Boulanger (segment), Claude Chabrol (segment), Jacques Demy (segment), Jean-Luc Godard (segment), Eugène Ionesco (segment), Félicien Marceau (dialogue), Félicien Marceau (screenplay), Félicien Marceau (segment), Claude Mauriac (segment), Roger Peyrefitte (idea), Roger Vadim (segment)",1962,tt0056467,6.5,351,
From the Head,"George Griffith, Matthew Lillard, Jeffrey Doornbos, Samantha Lemole",1 nomination.,N/A,USA,16 Jul 2013,George Griffith,Drama,English,N/A,"Written by veteran strip club bathroom attendant, George Griffith, From The Head paints unflinching portraits of the men and women who people the dysfunctional family of the strip club, and...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MzY2NjgwN15BMl5BanBnXkFtZTcwMjI2MTQ1Nw@@._V1_SX300.jpg,Breaking Glass Pictures,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",24 Jun 2011,True,95 min,movie,http://www.FromTheHead.com,George Griffith,2011,tt1714051,7.6,73,
Solitary,"Amber Jaeger, Andrew Johnson, Kieron Elliott, Kristine Sullivan",1 win.,N/A,USA,29 Mar 2011,Greg Derochie,Mystery,English,N/A,About an agoraphobic woman who's trapped inside her house and thinks her husband is conspiring with her psychiatrist to drive her insane.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMDc0MjMzMF5BMl5BanBnXkFtZTcwNDM5MDUyNA@@._V1_SX300.jpg,Formation Films,TV-14,"{'Source': 'Internet Movie Database', 'Value': '5.4/10'}",N/A,True,92 min,movie,N/A,"Greg Derochie, Charles Scalfani",2009,tt1327763,5.4,319,
Triple Dare,"Emma Leth, Cathrine Bjørn, Amalie Lindegård, Sebastian Jessen",2 wins & 2 nominations.,N/A,Denmark,N/A,Christina Rosendahl,Drama,Danish,N/A,"Three teenage girls create their own rite of passage into adulthood, forcing one another to face sexual challenges and cross many boundaries.",https://images-na.ssl-images-amazon.com/images/M/MV5BZDhmMDUzYzUtODBkZi00ZTEwLTgwM2UtMmExZWFjY2MwNGU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",11 Aug 2006,True,92 min,movie,N/A,Mette Heeno,2006,tt0776804,5.6,793,
"Life, Love & Celluloid","Armin Armani, Christa Armstrong, Mary Lea Bandy, Terry Elsworth",N/A,N/A,Germany,N/A,Juliane Lorenz,Documentary,"English, German",N/A,N/A,N/A,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.0/10'}",30 Jul 2005,True,90 min,movie,N/A,Juliane Lorenz,1998,tt0148403,5.0,39,
